PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PROP_NAME,PRICE_SQFT,MAP_DETAILS,AMENITIES,AREA,PRICE,PROP_HEADING,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,location,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
C67351308,S,"Bengal shelter sisirkunja is one of the most popular destination for buying apartments/ flats in madhyamgram, kolkata north. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a super built up area of 1045 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. This flat lies on the 5th level of a 7 story building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The society is well equipped with many modern amenities, including, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park and lift(s).",Residential Apartment,Kolkata North,1.0,1,3.0,5300.0,2,8,2,7.0,"44,33,23,12,24,25,47,17,29,19,1,3,5,6,9,40,41,20,42,31,21",Bengal Shelter Sisirkunja,5300.0,"{'LATITUDE': '22.70267', 'LONGITUDE': '88.472819'}","17,5,20,21,44,23,24,47,29,19,1,6,9,40,41,42,33,12,25,3,31,102",1045 sq.ft.,41.5 L,3 BHK Flat in Madhyamgram,"['READY TO MOVE', 'RESALE']",26.0,"[{'category': 'ReligiousPlace', 'text': '6 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '17 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",Bengal Shelter Sisirkunja,Bengal Shelter Sisirkunja,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",2.0,5,783.0,1045.0,836.0,,,
W65384682,S,"Magnolia city is one of the most popular destination for buying apartments/ flats in barasat, kolkata north. You too can be a part of this society by purchasing this 3 bhk flat here. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 940 sq.Ft. The flat has a total of 4 floors and this property is situated on 1st floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. All the modern amenities such as swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park and lift(s) will make life easier for you.
 
 Additional details :
Full power backup is available.",Residential Apartment,Kolkata North,1.0,1,3.0,3182.0,2,6,1,4.0,"44,33,23,12,24,25,47,17,29,19,1,3,5,6,9,40,30,41,20,42,31,21",Magnolia City,3182.0,"{'LATITUDE': '22.730184', 'LONGITUDE': '88.455814'}","17,5,20,21,44,23,24,47,29,19,1,6,9,40,30,41,42,33,12,25,3,31",940 sq.ft.,22.5 L,3 BHK Flat in Barasat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,1,707.0,940.0,752.0,,,
D63082872,S,"This 2 bhk flat is located in magnolia city, which houses some of the most spacious apartments in barasat, kolkata north. Constructed on a super built up area of 615 sq.Ft., the flat comprises 2 bathrooms and 1 balcony. This flat is situated on the 3rd floor of this 4 floor tall residential building. This 1-5 year(s) old property is available for immediate possession as the project is ready to move. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park, lift(s).
 Additional details :

Full backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1.0,1,2.0,3535.0,2,3,1,4.0,"44,33,23,12,24,25,47,17,29,19,1,3,5,6,9,40,30,41,20,31,21",Magnolia City,3535.0,"{'LATITUDE': '22.730184', 'LONGITUDE': '88.455814'}","17,5,20,21,44,23,24,47,29,19,1,6,9,40,30,41,33,12,25,3,31",615 sq.ft.,16.3 L,2 BHK Flat in Barasat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,3,461.0,615.0,492.0,,,
W65352010,S,"This beautiful 3 bhk flat in barasat, kolkata north is situated in magnolia city, one of the popular residential society in kolkata north. Constructed on a super built up area of 943 sq.Ft., the flat comprises 2 bathrooms and 1 balcony. This flat is situated on the 1st floor of this 4 floor tall residential building. As the project is already ready to move, so you can easily move into this 1-5 year(s) old property. Magnolia city is designed very well to provide modern facilities such as swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park, lift(s).
 Additional details :

Full power backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1.0,1,3.0,2332.0,2,1,1,4.0,"33,44,23,12,24,25,47,17,29,19,1,2,3,5,6,9,40,30,41,31,20,42,21",Magnolia City,2332.0,"{'LATITUDE': '22.730184', 'LONGITUDE': '88.455814'}","17,2,5,20,21,44,23,24,47,29,19,1,6,9,40,30,41,42,33,12,25,3,31",943 sq.ft.,22 L,3 BHK Flat in Barasat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,1,707.0,943.0,754.0,,,
H65342104,R,"Magnolia city is one of kolkata north's most sought after destination for residential flats and this 3 bhk flat for rent in barasat with 943 sq.Ft., is your opportunity to be a part of this community. Property has attached 2 bathrooms & 1 balcony with 3 rooms set in 943 sq.Ft. Area. The flat consists of 3 bedrooms, built on 943 sq.Ft... The flat building has a total of 4 floors and this property is situated on 2nd floor. Property is 1-5 year(s) old. This is a unfurnished flat. Property will be leased for 11 month(s) from sun oct 16 to family only with a notice of 1 month(s) for a duration of 1 month(s). Expected rent for this property is rs. 7500 monthly. Additional charges include maintenance charges of rs. 1600 monthly. Mark this yours at rs. 7500 booking amount only. Electricity, water charges to be paid by tenant on monthly basis to authorities. A one-Time payment of rs. 15000 is required by the owner as a security deposit. Property has been built with latest feature like internet/wi-Fi connectivity, feng shui / vaastu compliant, power back-Up, reserved parking, intercom facility. Swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park, lift(s) etc. Makes this place stand-Out from rest in terms of quality of living.",Residential Apartment,Kolkata North,,0,3.0,7.0,2,7,1,4.0,"44,33,23,12,24,25,47,17,29,19,1,3,5,6,9,40,30,41,20,42,31,21",Magnolia City,7.0,"{'LATITUDE': '22.7306038', 'LONGITUDE': '88.4491555'}","17,5,20,21,44,23,24,47,29,19,1,6,9,40,30,41,42,33,12,25,3,31",943 sq.ft.,"7,500",3 BHK Flat in Barasat,[],15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,2,707.0,943.0,752.0,,,
O59174996,R,"A beautiful 3 bhk flat for rent in madhyamgram, kolkata north is available. This 5-10 year old property is on the 4th floor of 7 floors. It has 2 bathroom(s).
Spacious and thoughtfully designed, it has a super built-Up area of 1045 sq.Ft. The built-Up area is 836 sq.Ft. The carpet area is 783 sq.Ft. This is a unfurnished apartment with 2 balconies.

There is 1 covered parking. The rent of this apartment is rs. 12600.00/-. Some of the additional costs include security of rs. 25000.00 the brokerage amount is rs 12500.00 (Fixed).
The maintenance cost is rs. 1600.00 monthly
The booking amount is rs. 12600.00.
 Additional details :

Full power backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,,0,3.0,12.0,2,7,2,7.0,"44,33,23,12,24,25,47,17,29,19,1,3,5,6,9,40,41,20,42,31,21",Bengal Shelter Sisirkunja,12.0,"{'LATITUDE': '22.70267', 'LONGITUDE': '88.472819'}","17,5,20,21,44,23,24,47,29,19,1,6,9,40,41,42,33,12,25,3,31",1045 sq.ft.,"12,600",3 BHK Flat in Madhyamgram,[],26.0,"[{'category': 'ReligiousPlace', 'text': '6 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '17 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",Bengal Shelter Sisirkunja,Bengal Shelter Sisirkunja,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",2.0,4,783.0,1045.0,836.0,,,
Z44543497,S,"A beautiful 2 bhk apartment in madhyamgram, kolkata north. The property is a part of bengal shelter sisirkunja. It is a resale property in a promising locality. This well-Designed new property is ready to move in. It is located on the 1st floor. The property ownership is freehold type and has a super built-Up area of 885 sq. Ft. The price of the property is estimated at rs. 25,00,,000/- L and per unit area cost is at rs. 2824 per sq. Ft. The booking amount of this prized possession is rs. 21000. The apartment is 5-10 year old. The apartment has ceramic flooring. With 2 balcony(s) and 2 bathroom(s), the apartment has quality features such as club house/community center, fitness centre/gym, intercom facility, lift(s), security personnel, water softening plant, visitor parking, water storage and waste disposal. The property is bank attached. It is a feng shui/vaastu compliant property. The apartment is unfurnished. It is a north-West facing property and overlooks a 60 feet wide road. Gated society. Full power back up. 1 covered parking. The brokerage amount is rs. 50000 and monthly payable maintenance charges are rs. 1500/-.
 Additional details :

Full power backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1.0,1,2.0,2824.0,2,3,2,7.0,"23,12,24,25,28,29,19,1,3,5,6,9,20,31,21",Bengal Shelter Sisirkunja,2824.0,"{'LATITUDE': '22.70267', 'LONGITUDE': '88.472819'}","5,20,21,23,24,28,29,19,1,6,9,12,25,3,31",780 sq.ft.,25 L,2 BHK Flat in Madhyamgram,"['READY TO MOVE', 'RESALE']",26.0,"[{'category': 'ReligiousPlace', 'text': '6 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '17 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",Bengal Shelter Sisirkunja,Bengal Shelter Sisirkunja,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': 'Jessor Road'}",2.0,1,663.0,780.0,708.0,,,
Y65859104,S,"Located in the popular residential address of barasat, kolkata north, magnolia city is one of the most preferred destination for apartments in kolkata north. This 3 bhk flat is your ticket to be a part of this community. Constructed on a super built up area of 940 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 4th floor of a 4 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. Many of the modern amenities being offered, like swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, fitness centre / gym, park, lift(s) and visitor parking, will provide a pleasant living experience for you.",Residential Apartment,Kolkata North,1.0,1,3.0,3253.0,2,7,1,4.0,"44,33,23,12,24,46,25,47,17,29,19,1,3,5,6,9,40,30,41,20,42,31,21",Magnolia City,3253.0,"{'LATITUDE': '22.730184', 'LONGITUDE': '88.455814'}","17,5,20,21,44,23,24,46,47,29,19,1,6,9,40,30,41,42,33,12,25,3,31,101,102",940 sq.ft.,23 L,3 BHK Flat in Barasat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,4,707.0,940.0,752.0,,,
G64751232,S,"Check out this 2 bhk apartment for sale in magnolia city, a popular residential project that houses in-Demand flats in barasat, kolkata north. The floor plan additionally contains 2 bathrooms and 1 balcony. All in all, the flat is spread over an 760 sq.Ft.. The property is located on the 2nd floor of a 4 floor tall building. An added advantage of this 5-10 year(s) old flat is that it is available for immediate possession as the project is already ready to move. The society is well equipped with many modern amenities, including swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park, lift(s).",Residential Apartment,Kolkata North,1.0,1,2.0,2671.0,2,8,2,4.0,"44,33,23,12,24,25,47,17,29,19,1,3,5,6,9,40,30,41,20,42,31,21",Magnolia City,2671.0,"{'LATITUDE': '22.7300081', 'LONGITUDE': '88.4565124'}","17,5,20,21,44,23,24,47,29,19,1,6,9,40,30,41,42,33,12,25,3,31,102",760 sq.ft.,17.55 L,2 BHK Flat in Barasat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,2,657.0,760.0,700.0,,,
F42747047,S,"This is a meticulously designed 3 bhk resale apartment located in barasat, kolkata north. It is a freehold property. The flat is a spacious property and is ready to move in. Located in an integrated society of magnolia city, it has 2 bathroom(s) and 1 balcony(s). This is a feng shui/vaastu compliant property and has ceramic flooring. It requires a payable monthly maintenance costs of rs. 1650. It is a south-East facing property which offers a wonderful view of park/garden, main road, pool and club. It is a 1-5 year old property, located on the 1st floor. Full power back up. The unit is located in a gated society. The property offers specifications such as club house/community center, fitness centre/gym, intercom facility, lift(s), piped-Gas, security personnel, water softening plant, internet/wi-Fi connectivity, park, swimming pool, water storage, visitor parking, security/fire alarm, waste disposal and rain water harvesting. The apartment is approximately priced at rs. 2300000 and its per sq. Ft. Cost is rs. 2273. 1 covered parking and 0 open parking are also available.
 Additional details :

The society has dedicated security guards for every tower.
Partial power backup is available.",Residential Apartment,Kolkata North,1.0,1,3.0,2046.0,2,8,1,4.0,"33,12,23,24,25,17,19,1,3,5,6,9,30,31,21",Magnolia City,2046.0,"{'LATITUDE': '22.730184', 'LONGITUDE': '88.455814'}","17,5,21,23,24,19,1,6,9,30,33,12,25,3,31",943 sq.ft.,23 L,3 BHK Flat in Barasat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '2 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '2 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Magnolia City,Magnolia City,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': 'Sashtriji Road'}",1.0,2,707.0,943.0,754.0,,,
V68555608,R,"A spacious 2 bhk flat for rent is available in barasat in fortune heights, kolkata north. This property is close to school, close to market, close to railway station and close to hospital. This 2 bhk flat comes with 2 bathrooms set in 551 sq.Ft. Super built-Up usable area. The flat consists of 2 bedrooms, built on 705 sq.Ft. The building has a total of 11 floors and this property is situated on 1st floor. Property is 0-1 year old. Unfurnished flat the flat will be available from sat, 15 apr 2023 for family on any agreement type with a notice of 1 month for a duration of 11 months. The expected rent is  11,000 monthly. Other charges to be paid includes  1800 monthly maintenance charges. Book this by paying only  11000 amount. Electricity & water charges are excluded. Security deposit of  22000 is required. You will also get all modern property feature like power back-Up, reserved parking, intercom facility, feng shui / vaastu compliant, water storage, security / fire alarm, internet/wi-Fi connectivity, high ceiling height, water purifier, natural light, airy rooms and spacious interiors. This place is equipped with quality features like swimming pool, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking, water softening plant and shopping centre. Additional things included here are waste disposal, no open drainage around, corner property, pet friendly, wheelchair friendly and in a gated society. Power backup: Full. The flat is south-East facing. The flat has ceramic flooring.",Residential Apartment,Kolkata North,,0,2.0,15.0,2,7,6,11.0,"44,33,23,12,24,25,47,17,19,1,2,3,5,6,9,40,30,41,20,42,31,21,32",Fortune Heights,15.0,"{'LATITUDE': '22.7403943', 'LONGITUDE': '88.4853959'}","17,2,5,20,21,32,44,23,24,47,19,1,6,9,40,30,41,42,33,12,25,3,31,101,102",705 sq.ft.,"11,000",2 BHK Flat in Barasat,[],11.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}, {'category': 'Stadium', 'text': '1 Stadium', 'className': 'stdm', 'icon': 'https://static.99acres.com/universalapp/img/stdm.png'}]",Fortune Heights,Fortune Heights,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': None}",1.0,1,528.0,705.0,551.0,,,
K44425465,R,"A very good 2 bhk flat for rent in siddhi apartment, barasat, kolkata north. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It has a super built-Up area of 650 sq. Ft. Other facilities include lift(s), visitor parking, water storage and security/fire alarm etc. It also has marble flooring. South-West facing. Partial power back up.",Residential Apartment,Kolkata North,,0,2.0,10.0,2,5,1,4.0,"44,23,24,47,25,17,19,40,41,42,21",Siddhi Apartment,10.0,"{'LATITUDE': '22.723569', 'LONGITUDE': '88.471516'}","17,21,44,23,24,47,19,40,41,42,25",650 sq.ft.,"7,350",2 BHK Flat in Barasat,[],21.0,"[{'category': 'ReligiousPlace', 'text': '7 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '12 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",Siddhi Apartment,Siddhi Apartment,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '5094', 'LOCALITY_NAME': 'Barasat', 'ADDRESS': 'Nabapally Sarcular Road'}",1.0,2,487.0,650.0,520.0,,,
