PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PROP_NAME,PRICE_SQFT,MAP_DETAILS,AMENITIES,AREA,PRICE,PROP_HEADING,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT,CITY.1,CITY_NAME,LOCALITY_ID,LOCALITY_NAME,ADDRESS
Z70465214,S,"Located in the popular residential address of nager bazar, kolkata north, sanjay tower is one of the most preferred destination for apartments in kolkata north. This 2 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 856 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 5 floors and this property is situated on 2nd floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,4500,2,2,1,5,"23,5,19,21","Sanjay Tower, New Booking",4500,"{'LATITUDE': '22.618076', 'LONGITUDE': '88.42215'}","5,21,23,19",856,38.52 L,2 BHK Flat in Nager Bazar,"['READY TO MOVE', 'RESALE']",49,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '8 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '23 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]","Sanjay Tower, New Booking","Sanjay Tower, New Booking",1,2,,856,,,,,26,Kolkata North,525,nager bazar,Nager Bazar Satgachi Auto Route
I70454416,S,"This lovely 2 bhk apartment/flat in nager bazar is available for sale in one of kolkata north's most popular projects, sanjay society. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 782 sq.Ft. The residential building has 5 floors in total and the flat for sale is located on the 2nd floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,4500,2,1,1,5,"23,12,24,47,25,17,28,19,3,5,6,8,9,40,41,20,42,21,32,43","Sanjay Tower, New Booking",4500,"{'LATITUDE': '22.618345', 'LONGITUDE': '88.421906'}","17,5,8,20,21,32,23,24,47,28,19,6,9,40,41,42,43,12,25,3,101,102",782,35.19 L,2 BHK Flat in Nager Bazar,"['READY TO MOVE', 'RESALE']",49,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '8 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '24 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]","Sanjay Tower, New Booking","Sanjay Tower, New Booking",1,2,587,782,,,,,26,Kolkata North,525,nager bazar,Nager Bazar Satgachi Auto Route.
A70454364,S,"Looking for a 3 bhk property for sale in kolkata north? Buy this 3 bhk flat in sanjay tower. That is situated in nager bazar, kolkata north. The flat is over 1120 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 1st floor of this 5 floors tall residential building. This is a ready to move project and the property is 1-5 years old.

A gated complex.
With all modern amenities.
Car parking available (Extra cost)
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,3,4500,2,1,1,5,"23,12,24,47,25,17,19,3,5,6,8,9,40,41,20,42,21,32,43","Sanjay Tower, New Booking",4500,"{'LATITUDE': '22.618345', 'LONGITUDE': '88.421906'}","17,5,8,20,21,32,23,24,47,19,6,9,40,41,42,43,12,25,3,101,102",1120,50.4 L,3 BHK Flat in Nager Bazar,"['READY TO MOVE', 'RESALE']",49,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '8 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '24 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]","Sanjay Tower, New Booking","Sanjay Tower, New Booking",2,1,,1120,,,,,26,Kolkata North,525,nager bazar,Nager Bazar Satgachi Auto Route.
K70464252,S,"Nabarupayan apartment. Is one of kolkata north's most sought after destination for apartments and this 3 bhk flat in nager bazar is your opportunity to be a part of this community. The flat is over 990 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 2nd floor of a 6 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. Sbi bank approved project.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,3,4100,2,1,1,6,"23,24,25,5,17,28,9,40,41,21,32,43",Naba Rupayan Apartment,4100,"{'LATITUDE': '22.621162', 'LONGITUDE': '88.420425'}","5,17,21,32,23,24,28,9,40,41,43,25,101,102",990,40.59 L,3 BHK Flat in Nager Bazar,"['READY TO MOVE', 'RESALE']",49,"[{'category': 'ReligiousPlace', 'text': '3 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '8 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '24 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Naba Rupayan Apartment,Naba Rupayan Apartment,1,2,,990,,,,,26,Kolkata North,525,nager bazar,"Nager Bazar, Gorakhabhasi Main Road."
U70408584,S,"Located in the popular residential address of teghoria, kolkata north, on request is one of the most preferred destination for apartments in kolkata north. This 1 bhk flat is your ticket to be a part of this community. The flat is over 450 sq.Ft. Super built up area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. This flat is situated on the ground floor of this 6 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,1,3500,2,7,1,6,"23,5,19,21",On Request,3500,"{'LATITUDE': '22.622969', 'LONGITUDE': '88.43393'}","5,21,23,19",450,15.75 L,1 BHK Flat in Teghoria,"['READY TO MOVE', 'RESALE']",45,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '7 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '23 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",On Request,On Request,1,G,,450,,,,,26,Kolkata North,5082,teghoria,
F70408048,S,"This lovely 3 bhk apartment/flat in teghoria is available for sale in one of kolkata north's most popular projects, on request. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1150 sq.Ft. This flat is situated on the top floor of this 6 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,3,4500,2,7,1,6,"23,5,19,21",On Request,4500,"{'LATITUDE': '22.622969', 'LONGITUDE': '88.43393'}","5,21,23,19",1150,51.75 L,3 BHK Flat in Teghoria,"['READY TO MOVE', 'RESALE']",45,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '7 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '23 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",On Request,On Request,1,6,,1150,,,,,26,Kolkata North,5082,teghoria,Near Vio Road Charnok Hospital
W70406314,S,"Situated in teghoria, kolkata north, on request is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata north is your opportunity to be a part of this community. The flat is over 1150 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the top level of a 6 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,4407,2,7,1,6,"23,5,19,21",On Request,4407,"{'LATITUDE': '22.622969', 'LONGITUDE': '88.43393'}","5,21,23,19",953,42 L,2 BHK Flat in Teghoria,"['READY TO MOVE', 'RESALE']",45,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '7 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '23 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",On Request,On Request,1,6,,953,,,,,26,Kolkata North,5082,teghoria,Near Vip Road Charnok Hospital
P70406210,S,"This 2 bhk flat is located in on request, which houses some of the most spacious flats in teghoria, kolkata north. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 955 sq.Ft. The flat has a total of 6 floors and this property is situated on 1st floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,4500,2,5,1,6,"23,5,19,21",On Request,4500,"{'LATITUDE': '22.62488', 'LONGITUDE': '88.434204'}","5,21,23,19",955,42.97 L,2 BHK Flat in Teghoria,"['READY TO MOVE', 'RESALE']",44,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '7 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '22 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",On Request,On Request,1,1,,955,,,,,26,Kolkata North,5082,teghoria,Near Vip Road Charnok Hospital
O70406164,S,"Check out this 2 bhk apartment for sale in on request, a popular residential project that houses in-Demand flats in teghoria, kolkata north. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 920 sq.Ft. This flat lies on the 1st level of a 6 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,4500,2,5,1,6,"23,5,19,21",On Request,4500,"{'LATITUDE': '22.62488', 'LONGITUDE': '88.434204'}","5,21,23,19",920,41.4 L,2 BHK Flat in Teghoria,"['READY TO MOVE', 'RESALE']",44,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '7 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '22 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",On Request,On Request,1,1,,920,,,,,26,Kolkata North,5082,teghoria,Near Vip Road Charnok Hospital
W70406278,S,"This 2 bhk flat is located in on request, which houses some of the most spacious flats in teghoria, kolkata north. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 953 sq.Ft. The flat has a total of 6 floors and this property is situated on 1st floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,4500,2,5,1,6,",4,,5,,19,,21,,23,",On Request,4500,"{'LATITUDE': '22.62455700000000000000', 'LONGITUDE': '88.43425000000000000000'}",,953,42.89 L,2 BHK Flat in Teghoria,"['READY TO MOVE', 'RESALE']",,,On Request,,1,1,0,953,0,,,0,26,Kolkata North,5082,teghoria,
L66523886,R,"A 1 bhk apartment is available for rent in survey park, kolkata south.This apartment is on the 1st floor of 4 floors in vellimadukunnu. This 5-10 year old property has a super built-Up area of 365 sq.Ft. The built up area is 320 sq.Ft. The carpet area is 280 sq.Ft. This is an unfurnished apartment.
This apartment comes with 1 bathroom(s). The apartment with a single balcony, is 

The apartment 

There is covered parking and open parking.
The expected monthly rental is rs. 11000.00/-
 Additional details :

Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata South,,0,1,30,2,8,2,4,"23,6,20,21",Ambuja Udita,30,"{'LATITUDE': '22.49194', 'LONGITUDE': '88.393071'}","20,21,23,61,01,102",365,"11,000",1 BHK Flat in Survey Park,[],49,"[{'category': 'ReligiousPlace', 'text': '13 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '11 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",Ambuja Udita,Ambuja Udita,1,G,280,365,320,,,,27,Kolkata South,27237,survey park,
P65431566,R,"Best location, good communication. All type facility here",Residential Apartment,Kolkata South,,0,1,33,1,7,1,25,"23,24,17,6,20,21",Uttalika,33,"{'LATITUDE': '22.489539', 'LONGITUDE': '88.396706'}","17,20,21,23,24,6,101,102,103",513,"17,000",1 BHK Flat in Ajoy Nagar,"['FURNISHED', 'FOR SINGLE MEN', 'FOR SINGLE WOMEN']",49,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '13 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '10 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",Uttalika,Uttalika,1,12,360,513,480,,,,27,Kolkata South,33267,ajoy nagar,06-Dec
V66401804,S,"Best location, near new garia metro station, near bus stand, beside market place",Residential Apartment,Kolkata South,1,1,2,5889,2,7,2,19,"23,5,17,6,19,21",Upohar Comfort and Efficiency Complex,5889,"{'LATITUDE': '22.4752016', 'LONGITUDE': '88.4003088'}","5,17,21,23,6,19,101,102",815,48 L,2 BHK Flat in Garia,"['READY TO MOVE', 'RESALE']",46,"[{'category': 'MetroStation', 'text': '2 Metro Stations', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '7 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '15 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",Upohar Comfort and Efficiency Complex,Upohar Comfort and Efficiency Complex,1,9,680,815,720,,,,27,Kolkata South,651,garia,09-Feb
K67036444,S,"Ambuja udita is one of the most popular destination for buying apartments/ flats in survey park, kolkata south. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1210 sq.Ft. This flat lies on the 1st level of a 14 storey building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move.",Residential Apartment,Kolkata South,1,1,2,8264,2,7,2,14,"23,6,19,20,21",Ambuja Udita,8264,"{'LATITUDE': '22.49194', 'LONGITUDE': '88.393071'}","20,21,23,6,19,101,102",1210,1 Cr,2 BHK Flat in Survey Park,"['READY TO MOVE', 'RESALE']",49,"[{'category': 'ReligiousPlace', 'text': '13 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '11 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",Ambuja Udita,Ambuja Udita,1,1,1010,1210,1110,,,,27,Kolkata South,27237,survey park,
T66523448,S,"A 2 bhk flat in survey park, kolkata south is available for sale.
It has 1 bathroom(s).
It has a single balcony.
This flat has a super built up area of 720 sq.Ft.
 This flat is on the 4th floor of 4 floors.
 You get covered parking and open parking.
With a strategic location and a number of amenities for buyers/residents, this flat is priced at rs28 lac. ()
 This is a co-Operative society property.",Residential Apartment,Kolkata South,1,3,2,3888,2,0,1,4,"23,6,20,21",Ambuja Udita,3888,"{'LATITUDE': '22.49194', 'LONGITUDE': '88.393071'}","20,21,23,6",720,28 L,2 BHK Flat in Survey Park,"['READY TO MOVE', 'RESALE']",49,"[{'category': 'ReligiousPlace', 'text': '13 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '11 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",Ambuja Udita,Ambuja Udita,1,4,,720,,,,,27,Kolkata South,27237,survey park,01-Feb
W48333803,R,"It's a 2bhk apartment,, good atmosphere and locality

Tip top condition,, restrictions free,, male female couples family allowed..

All pictures are not uploaded,, you can see physically...

Connectivity is very easy to salt lake city centre sector five new town lake town ultadanga technopolis unitech wipro techno india gitanhali park college square etc only one month security deposit and one month brokerage only is required hurry up...",Residential Apartment,Kolkata North,,0,2,11,2,2,1,5,"23,12,5,9,21",Golden Tower,11,"{'LATITUDE': '26.133292', 'LONGITUDE': '91.820293'}","5,21,23,9,12,101,102",850,"9,500",2 BHK Flat in VIP Road,"['FOR SINGLE MEN', 'FOR SINGLE WOMEN']",50,"[{'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '42 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Golden Tower,Golden Tower,1,2,770,850,800,,,,26,Kolkata North,4609,vip road,
N70360932,R,"On request is the most preferred destination for renting flats in baguihati, kolkata north. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in usable area. The flat consists of 2 bedrooms, built on 900 sq.Ft. The building has a total of 5 floors and this property is situated on top floor. Property is 1-5 years old. This is an unfurnished flat. The flat will be available from fri, 21 jul 2023 for families, single men and single women on any agreement type with a notice of 2 months for a duration of 11 months. Expected rent for this property is 11,000 monthly. Electricity & water charges to be paid by tenant on monthly basis to authorities.
 Additional details :

The apartment has borings water supply.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,,0,2,12,2,7,1,5,"23,5,6,21",On Request,12,"{'LATITUDE': '22.611822', 'LONGITUDE': '88.42244'}","5,21,23,6",900,"11,000",2 BHK Flat in Baguihati,"['FOR SINGLE MEN', 'FOR SINGLE WOMEN']",50,"[{'category': 'ReligiousPlace', 'text': '3 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '10 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '22 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",On Request,On Request,1,5,,900,,,,,26,Kolkata North,1105233,baguihati,Chapatti
